SubName,SubAddress,SubEmail,SubTrait,SubPhoneNumber,InvitationStatus,BidStatus,QuoteRecieved,Project,ProjectAddress
"SANTORI WOODWORKING, INC",332 NORTH A STREET,AP@SANTORIWOODWORKINGCOM,CARPENTERS,(805) 736 4322,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SARAH CONSTRUCTION INC,P O BOX 1743,sarahcometaldeck@yahoocom,"LABORERS, SHEET METAL",(909) 985 3578,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SBS CORPORATION,2409 AVENIDA DE LA ROSA,DALATORRE@SBSCORPUS,CARPENTERS,(805) 494-4363,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SCHWAGER DAVIS INC,198 HILLSDALE AVENUE,estimating@schagerdaviscom,"LABORERS, OPERATING ENG, CEMENT MASONS, STRUCTURAL STEEL",(408) 281 9300,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SCOTT AND SONS ELECTRIC,1433 ARUNDELL AVENUE,SCOTT@SCOTTANDSONSNET,ELECTRICIANS,(805) 642 8547,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SCOTT AND SONS ELECTRIC,1433 ARUNDELL AVENUE,SCOTT@SCOTTANDSONSNET,LABORERS,(805) 642 8547,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SCOTT D BEAVERS INC,3522 COMBINE ST,HARVEYPLUMBING@SBCGLOBALNET,PIPE TRADES,(805) 610-4705,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SCOUTLITE CORPORATION,1442 SOUTH GAGE ST,VONNY@SCOUTLITECOM,GLAZIERS,(909) 795 1500,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SENEL CONSTRUCTION ENGINEERING,2935 CAMINO DEL ZURO,INFO@SENELORG,LABORERS,(805) 405 9461,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SEQUOIA CONSULTANTS, INC.",361 W GROVE AVENUE,PDESILVA@SEQUOIACONCOM,IRON WORKERS,(310) 910 0713,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SHEA REINFORCING STEEL INC.,3082 CAMINO DEL ZURO THOUSAND OAKS CA 91360,MSHEA@SHEAREBARCOM,STRUCTURAL STEEL,(805) 990 3963,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SHIFFRAR GRADING & EXCAVATING INC,4000 PARKHILL ROAD,SHIFFRARGE@GMAILCOM,ROOFERS,(805) 729 7243,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SHORELINE CONSTRUCTORS, INC.",4835 COLT STREET STE A,MIKEO@SHORELINEMETALCOM,"CARPENTERS, STRUCTURAL STEEL",(805) 642-9922,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SIERRA GEOTECH DBE INC,4470 YANKEE HILL RD STE 110,INFO@SIERRAGEOTECHCOM,LABORERS,(760) 937-4608,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SIERRA SCHOOL EQUIPMENT COMPANY,P O BOX 80667,tonyhellus@ssecincorporated.com,LABORERS,(661) 399 2993,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SIGN CREATIONS OF THE CENTRAL COAST	","543 W BETTERAVIA RD,SUITE H	",signcreationscc@aol.com,SIGNAGE,"(805) 928 5059	",Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SIGNARAMA,1833 PORTOLA RD UNIT F,,SIGNAGE,(805) 477 0243,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SIGNET CONTROLS INC.,15350 MALLORY COURT,NAVINK@SIGNETCONTROLSCOM,LABORERS,(818) 859 9999,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"Signet Controls, Inc. (Controls)",,navik@signetcontrols.com,Controls,(818) 859 9999,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SIGNS OF SUCCESS INC,2350 SKYWAY DRIVE #10,devon@signsofsuccess.net,LABORERS,(805) 925 7545,Responsive,Invited,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SJN BUILDERS INC.,729 W 16TH ST,jamesb@sjnbuilders.com,LABORERS,(949) 409 3049,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SLO PLASTERING INC,4180 VACHELL LANE,ryan@sloplasteringcom,", DRYWALL/LATHERS, PLASTERERS",(805) 541 4750,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SLO PLASTERING, INC.",4180 VACHELL LN,RYAN@SLOPLASTERINGCOM,ROOFERS,(805) 541 4750,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SMITH ELECTRIC SERVICE,1340 W BETTERAVIA RD,jv@smith-electriccom,BOILERMAKER,(760) 644-9913,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SMITH MECHANICAL-ELECTRICAL-PLUMBING,1340 W BETTERAVIA ROAD,MB@SMITH-ELECTRICCOM,ELECTRICIANS,(805) 621 5000,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SoCal Demolition,,elvia@socaldemolition.com,Demo,(619) 292 2781,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SOL CONSTRUCTION LLC,771 DOLLIVER ST #B,SCOTT@SOLCONSTCOM,LABORERS,(805) 746 5176,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SOUTH COAST FUNDING GROUP, INC.",165 AERO CAMINO,MEGAN@QWIKRESPONSECOM,"DRYWALL FINISHER, DRYWALL/LATHERS, CARPENTERS, PAINTERS",(805) 962 6626,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SOUTH COAST INDUSTRIES INC,6385B ROSE LANE UNIT B,dustin@sbglassmen.com,"GLAZIERS, GLAZIERS",(805) 962-7648,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SOUTHERN BLEACHER CO INC,801 FIFTH ST,LOWE@SOUTHERNBLEACHERCOM,"CARPENTERS, LABORERS",(940) 549-0733,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SOUZA CONSTRUCTION INC,P O BOX 3810,ssouza@souzaconstructioninccom,"OPERATING ENG, LABORERS",(559) 747 7100,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SPARKY ELECTRIC, INC.",3922 N ANN AVE,OFFICE@SPARKYELECTRICINCCOM,PIPE TRADES,(760) 942-7345,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SPECIALTY CONSTRUCTION, INC.",645 CLARION COURT,NoEmail@mailcom,LABORERS,(805) 543 1706,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SPECIALTY CONSTRUCTION, INC.",645 CLARION COURT,NoEmail@mailcom,LABORERS,(805) 543 1706,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SPECIALTY FLOORING INC,8956 REDWOOD AVE,ERICA@SPECIALTYFLOORINGINCCOM,CARPET/LINOLEUM,(951) 727-8743,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SPECIALTY TEAM PLASTERING INC,114 EAST HALEY STREET STE D,santabarbarastones@gmail.com,"PLASTERERS, SubContractor",(805) 966 3858,NA,NA,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
STAGECRAFT INDUSTRIES INC,P O BOX 4442,info@stagecraftindustries.com,STRUCTURAL STEEL,(503) 286 1600,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
STANDARD DEMOLITION ,1905 LIRIO AVE,nort@standard1.com,DEMOLITION,(805) 643 6669,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"STANDARD DRYWALL, INC.",3100 PALISADES DRIVE,SBALDASSARI@STANDARDDRYWALLCOM,DRYWALL/LATHERS,(714) 283 4400,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"STAR HARDWARE, INC.",201 NORTH PONDEROSA AVENUE,SHERRY@STARHARDWAREINCCOM,,(951) 256-8656,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"STATEWIDE INSULATION, INC.",910 GEORGE STREET,MARK@TRICOUNTYINSULATIONCOM,LABORERS,(800) 475-2205,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"STATEWIDE TRAFFIC SAFETY AND SIGNS, INC.",522 LINDON LANE,SERVICES@STSSICOM,,(858) 679-7292,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
STERNDAHL ENTERPRISES,11861 BRANFORD ST,clara@sterndahl.com,STRIPING,(818) 834 8199,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"STEWART CONCRETE SAWING, LLC",912 SPYGLASS CT,SCSCONCRETESAWING@YAHOOCOM,LABORERS,(805) 835 7398,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"STOLO CABINETS, INC.",860 CHALLENGER ST,sales@stolocabinets.com,LABORERS,(714) 529 7303,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SUNSET MECHANICAL & CONSTRUCTION, INC.",4617 KIMBER AVENUE,OFFICE@SUNSETMECHANICALNET,"CEMENT MASONS, OPERATING ENG, LABORERS",(661) 322-0660,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SUNSTATE INSTALLATION,3909 E FLOSSMOOR AVENUE,info@sunstateinstallations.com,CARPENTERS,(480) 981 2343,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SUPER SEAL & STRIPE,310 A STREET,NoEmail@mailcom,LABORERS,(805) 524 7345,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SUPER SEAL & STRIPE,310 A STREET,jeff@supersealandstripe.com,STRIPING,(805) 467-5411,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SUPERIOR GUNITE,12306 VAN NUYS BLVD,arthursamora@shotcretecom,"CARPENTERS, LABORERS, OPERATING ENG",(818) 896 9199,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SUPERIORMILLWORK OF SB INC,7330 HOLLISTER AVE,SUPERIORMILLWORK@ATTNET,"MILLWRIGHTS, MILLWRIGHTS",(805) 685-1744,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SUPERSKY PRODUCTS ENTERPRISES,10301 NORTH ENTERPRISE DRIVE,supersky@supersky.com,SUSPERSKY GLAZING,(262) 242 2000,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SURFACE SOLUTIONS CO,2399 PINE VALLEY GLEN,calflooring1@sbcglobalnet,TILE WORKERS,(858) 513-1333,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SURFACE SYSTEM & INSTRUMENTS, INC.",1845 INDUSTRIAL DRIVE,DSCOTT@SMOOTHROADCOM,SURVEYORS,(530) 885-1482,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SUTTLES PLUMBING AND MECHANICAL CORP.,2267 AGATE COURT,STEPHANIE@SUTTLESPLUMBINGCOM,"PIPE TRADES, SHEET METAL",(818) 718-9779,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"SYNERGY TRAFFIC CONTROL, INC.",17311 S MAIN ST,NoEmail@mailcom,LABORERS,562-719-6033,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
T F T PLASTERING INC,5276 HOLLISTER AVENUE,tftplastering@verizonnet,PLASTERERS,(805) 967-4535,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TAFT ELECTRIC COMPANY,1694 EASTMAN AVENUE,CSMITH@TAFTELECTRICCOM,"ELECTRICIANS, SOUND/COMM",(805) 642 0121,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TAFT ELECTRIC COMPANY,1694 EASTMAN AVENUE,NoEmail@mailcom,LABORERS,(805) 642 0121,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TARLTON AND SON, INC.",3562 S ELM AVE,estimating@tarltonandson.com; socalestimating@tarltonandson.com,"PLASTERERS, LABORERS",(559) 486-0584; (714) 627 2605,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TECHNO COATINGS, INC.",1391 S ALLEC ST,DIANE@TECHNOCOATINGSCOM,PAINTERS,(714) 635 1130,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TECH-TIME COMMUNICATIONS INC,5801 NORRIS ROAD,jim@techtimecomm.com,"ELECTRICIANS, SOUND/COMM",(661) 397-0792,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TECH-WALL OF VENTURA, INC.",4564 TELEPHONE ROAD SUITE 802,ADMIN@TECH-WALLCOM,LABORERS,(805) 642-7600,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TEDESCHI FIRE PROTECTION, INC",3523 S HIGUERA ST STE D,LINDA@SMFIREPROTECTIONCOM,TEAMSTER,(805) 541-4566,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TEMPLETON FLOOR COMPANY, INC",734 S MAIN ST,JILLB@TEMPLETONFLOORCOMPANYCOM,LABORERS,(805) 434-7854,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TEMPLETON STEEL FABRICATION, INC",212 EASY STREET,TSF@TEMPLETONSTEELCOM,,(805) 239 5641,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TERRY JOHNSON TRUCKING, INC",301 ENTERPRISE PKWY,CANDIDAOLDHAM@TJTINCNET,LABORERS,(559) 935-0371,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TERRY JOHNSON TRUCKING, INC",301 ENTERPRISE PKWY,CANDIDAOLDHAM@TJTINCNET,LABORERS,(559) 935-0371,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TFT PLASTERING, INC.",5276 HOLLISTER AVE SUITE 307,TFTPLASTERING@VERIZONNET,PLASTERERS,(805) 696-6538,Phone disconnected,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TIERRA CONTRACTING,,,UTILITIES,(805) 964 8747,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TIM'S CONCRETE PUMPING,277 PRADO RD,TIMSCONCRETE@YAHOOCOM,OPERATING ENG,(805) 541-3719,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TJN DOZER & BACKHOE SERVICE, LLC",422 CAMINO PERILLO,TJN_BD@ATTNET,DRYWALL/LATHERS,(805) 481-1505  ,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TK ELEVATOR CORPORATION,16290 SHOEMAKER AVE,TARSIASMITH@TKELEVATORCOM,ELEVATOR MECHANIC,(770) 799 0498,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TORO ENTERPRISES,,,,(805) 483 4515,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TOSTE CONSTRUCTION, INC.",941 GRIFFIN,KARLY@TOSTECOCOM,ELECTRICIANS,(805) 473-0884,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TOTAL OPENINGS INC.,2696 LAVERY COURT SUITE 4,WAYNEA@OPENINGSCACOM,LABORERS,(805) 233-7006,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"TRAFFIC LOOPS CRACKFILLING, INC.",946 S EMERALD STREET,noemail@mailcom,LABORERS,(714) 520 4026,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TRI-COUNTY FLOORS,2372 MORSE AVE # 945,MK@TCTOPFLOORCOM,PAINTERS,(707) 361-9399,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
TRUELINE,1651 MARKET STREET #B,truelineinsulation@gmailcom,LABORERS,(951) 817 0770,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"UNDERGROUND SPECIALTIES CENTRAL COAST, INC",1550 BELGIUM WOODS ROAD,NoEmail@mailcom,OPERATING ENG,(805) 434-3575,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
UNLIMITED PRECAST,,,PRECAST,(530) 243 6477,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"URBAN STUCCO, INC.",1506 W SURREY CIRCLE,INFO@URBANSTUCCOCOM,PLASTERERS,(714) 476-7130,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"VALENCIA SHEET METAL, INC.",10576 ILEX AVENUE,VALENCIASHEETMETAL@OUTLOOKCOM,SHEET METAL,(818) 896 5005,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VALLEY GLASS & MIRROR CO,2379 THOMPSON WAY,eserdman@valleyglasscacom,GLAZIERS,(805) 925 6935,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
Vanguard HVAC,,admin@vanguardhvac.us,HVAC,(805) 450 8615,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VANGUARD PAINTING INC,2541 TOPAZ COURT,Troer727@aol.com,PAINTERS,(805) 650 0111,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"VANGUARD PAINTING, INC.",2541 TOPAZ COURT,TROER727@AOLCOM,PAINTERS,(805) 650 0111,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VENTERRA ENVIRONMENTAL INC.,301 CANDELARIA RD,MAYRA@VTENVCOM,"ASBESTOS, OPERATING ENG",(805) 988-3000,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VENTURA DIRECTIONAL DRILLING INC,17902 E TELEGRAPH RD,NoEmail@mailcom,LABORERS,(805) 642 5000,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VENTURA DIRECTIONAL DRILLING INC,17902 E TELEGRAPH RD,NoEmail@mailcom,LABORERS,(805) 642-5000,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VERSATILE COATINGS INC.,751 N VERNON AVE,NRICH@VERSATILECOATINGSCOM,,(626)-334-4277,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"VERTEX SURVEY, INC.",28348 CONSTELLATION ROAD SUITE 800,MARGUERITA@VERTEXSURVEYINCCOM,SURVEYORS,(661) 254-1928,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VETERAN ENGINEERING SERVICES,,,,(714) 733 1461,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VIKING INSULATION CO.,3014 FLOYD STREET,jesus.rafael@VIKINGINSULATION.com,CARPENTERS,(818) 843-7212,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VISALIA CERAMIC TILE INC,917 NORTH AMERICAN STREET,mikem@vctilecom,TILE WORKERS,(559) 651 2925,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VISALIA CERAMIC TILE INC,917 NORTH AMERICAN STREET,velvets@vctilecom,TILE WORKERS,(559) 651 2925,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"VISALIA CERAMIC TILE, INC",917 N AMERICAN ST,SAMB@VCTILECOM,TILE WORKERS,(559) 651 2925,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"VISALIA CERAMIC TILE, INC",917 N AMERICAN ST,receptionist@vctile.com,,(559) 651 2925,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VISALLIA CERAMIC TILE,917 N AMERICAN ST SUITE 100,mikem@vctilecom,CERAMIC TILE,(559) 651 2925,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
VISTA STEEL COMPANY,6100A FRANCIS BOTELLO ROAD,vistasteelcompany@gmailcom,REINFORCEMENT STEEL,(805) 832 1267,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WEISS SHEET METAL COMPANY,1715 W 135 ST,JWILKINSON@METCOECOM,SHEET METAL,(310) 354-2700,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"WEST COAST COUNTERTOPS, INC.",1200 MARLBOROUGH AVE #B,MATT@WCCTOPSCOM,PIPE TRADES,(951) 719-3670,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WEST COAST IRON INC,9302 JAMACHA ROAD,er@westcoastironcom,STRUCTURAL STEEL,(619) 464 8456,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WESTERN A/V,1592 N BATAVIA ST,tommyf@wav1.com,HVAC,(949) 940 5571,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WESTMARK PRODUCTS INC,P O BOX 44040,lselby@westmarkproductscom,LABORERS,(209) 537-4747,,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WHITTLE FIRE PROTECTION,990 OLYMPIC WAY,WHITTLEFIREOFFICE@GMAILCOM,FIRE PROTECTION,(805) 929 4400,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WICKS ROOFING INC,2170 HUTTON RD BLDG A,RYANR@WICKSROOFINGCOM,ROOFERS,(805) 546 9056,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WICKS SOLAR INC,515 N QUARANTINA ST,RYANR@WICKSROOFINGCOM,ROOFERS,(805) 965 5122,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WILDSCAPE RESTORATION DBA URBAN GREENING,"1547 LOS ANGELES AVENUE, SUITE 110",marketing@wildscaperestoration.com,LANDSCAPE,(805) 535 4448,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WILSON LEE ELECTRIC COMPANY INC,P O BOX 250,NoEmail@mailcom,LABORERS,(805) 489 4216,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"WINDOW PRODUCTS MANAGEMENT, INC.",5917 OLIVAS PARK DRIVE SUITE F,brenda@arjayswsca.com,LABORERS,(805) 642 2300,Responsive,Invited,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WOODWARD ACOUSTICS INC,P O BOX 2918,mike@woodwardacousticscom,"MILLWRIGHTS, LABORERS, DRYWALL FINISHER, CARPENTERS, PAINTERS, CARPET/LINOLEUM, PLASTERERS",(805) 462 0892,Not Bidding,,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"WRIGHT SAWING & BREAKING, INC.",6374 CARDINAL STREET,WSANDB@SBCGLOBALNET,CARPENTERS,(805) 658-1815,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WSP ROOFING,,wspmackencie@gmail.com,ROOFERS,(702) 739-6649,Responsive,Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
YTI ENTERPRISES INC.,1260 S STATE COLLEGE PKWY,JUDYLAMTECH@GMAILCOM,CARPENTERS,(714) 632-8696,Responsive,Not Bidding,,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
"Steve Nuttall Trucking, INC( HAULING)",,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WHITSON CM,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
WILSON ENVIRONMENTAL-erosion control,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
JNL GLASS INC,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PRECAST UNLIMITED- CONCRETE,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
METCOE SKYLIGHT SPECIALISTS,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
A GOOD SIGN & GRAPHICS COMPANY- SIGNAGE,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
APEX WALLS BUILDERS- FRAMING,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
DESIGN MASONRY INC,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
SEAL & STRIPE,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
CHRISP COMPANY,,,,,Responsive,Bidding,QuoteReceived,9079,"27 S LA PATERA LN, GOLETA, CA 93117"
PERFORMANCE ELECTRIC,,chrisv@perf-elec.com,ELECTRICAL,(760) 961 2132,Responsive,Bidding,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
CONTINENTAL MARBLE & TILE COMPANY,,john@cmtc.us,TILING,(951) 284 1776,Responsive,Bidding,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
APPLE VALLEY COMMUNICATIONS,,twaugh@avcsystems.com,COMMUNICATIONS,(760) 247-2668,Responsive,Bidding,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
FRANKLIN MECHANICAL,,,,(951) 845-1000,Responsive,Not Bidding,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
VIKING INSULATION,,joshua.ercek@vikinginsulation.com,INSULATION,(818) 843-7212,Responsive,Bidding,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
RB SHEET METAL,,brooks@rbsheetmetal.com,SHEET METAL,(909) 794-1775,Responsive,Invited,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
"ALL-PRO COMMUNICATION TECHNOLOGIES, INC.",,kathleen@allprocti.com,COMMUNICATIONS,(909) 596-7051,Responsive,Not Bidding,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
CONTINENTAL PLUMBING,,krystal.mayorga@continentalplumbing.com,PLUMBING,(951) 360-8300,Responsive,Bidding,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
CONSTRUCTION HARDWARE,,david.alarcon@constructionhardwareco.com,DOORS AND HARDWARE,(909) 594-9093,Responsive,Invited,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
CASTON INC,,,DRYWALL,(909) 381 1619,Responsive,Not Bidding,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
ELLJAY ACOUSTICS,,matt.paul@elljay.com,ACOUSTIC CEILING,(714) 961-1173,Responsive,Invited,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
INFITINY STRUCTURES,,ted.winters@ll.com,FRAMING,(951) 940-6450,Responsive,Invited,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
FISCHER INC,,gretchen@fisherinc.us,PLUMBING,(909) 881 2910,Responsive,Invited,,220201,"335 W RIALTO AVE, RIALTO, CA 92376"
