Category,Attribute,Value
DC File Information,Type,Transverse Mercator
DC File Information,Origin lat,"32°54'17.50395"" N"
DC File Information,Origin long,"117°09'23.31123"" W"
DC File Information,Origin height,---
DC File Information,Origin north,1910216.493 usft
DC File Information,Origin east,6283457.369 usft
DC File Information,Origin elev,---
DC File Information,Scale factor,1.000013656
DC File Information,Orient1,---
DC File Information,Orient2,---
DC File Information,Datum,
DC File Information,Transformation type,Molodensky
DC File Information,Earth radius,20925604.47
DC File Information,Flattening,298.2572229
DC File Information,Rotation x,"0°00'00"""
DC File Information,Rotation y,"0°00'00"""
DC File Information,Rotation z,"0°00'00"""
DC File Information,Transformation x,0.000 usft
DC File Information,Transformation y,0.000 usft
DC File Information,Transformation z,0.000 usft
DC File Information,Scale factor,0
DC File Information,Horizontal adjustment,
DC File Information,Origin north,1910513.097 usft
DC File Information,Origin east,6283450.615 usft
DC File Information,Transformation north,0.050 usft
DC File Information,Transformation east,2.564 usft
DC File Information,Rotation about origin,"0°29'52.4538650415"""
DC File Information,Scale factor,0.999989249
DC File Information,Vertical adjustment,
DC File Information,Type,Inclined Plane
DC File Information,Origin north,1910216.499 usft
DC File Information,Origin east,6283457.356 usft
DC File Information,Const adjustment,115.261 usft
DC File Information,Slope north (ppm),-13.043
DC File Information,Slope east (ppm),-54.171
DC File Information,Geoid,---
Antenna Height,Date,7/17/2023
Antenna Height,Time,7:33:26 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,7:33:47 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,7:53:14 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,7:54:13 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,7:54:37 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,7:55:29 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:40:09 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:42:54 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:44:10 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:44:28 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:44:56 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:45:39 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:46:24 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:46:39 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:48:17 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:53:20 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:55:25 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:55:58 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:57:32 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,8:59:59 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,9:02:31 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,9:08:16 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,9:28:46 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,9:43:33 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,10:02:02 AM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Rover Setup,Date,7/17/2023
Rover Setup,Time,11:59:27 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,11:59:27 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,7/17/2023
Rover Setup,Time,2:03:54 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/17/2023
Antenna Height,Time,2:03:54 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,7/18/2023
Rover Setup,Time,7:00:56 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/18/2023
Antenna Height,Time,7:00:56 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Tilt Compensation,Date,7/18/2023
Tilt Compensation,Time,7:38:50 AM
Tilt Compensation,Tilt Compensation,Disabled
Static Mode Settings,Date,7/18/2023
Static Mode Settings,Time,7:39:35 AM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
Static Mode Settings,Date,7/18/2023
Static Mode Settings,Time,7:39:35 AM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
System Check,Date,7/18/2023
System Check,Time,7:43:00 AM
System Check,Point name,140
System Check,Measured N,1910090.626 usft
System Check,Measured E,6283624.160 usft
System Check,Measured Z,397.996 usft
System Check,Delta N,0.018 usft
System Check,Delta E,0.008 usft
System Check,Delta Elv,0.046 usft
System Check,Base name,BASE_6_28_23
System Check,Base latitude,"32°54'17.37049"" N"
System Check,Base longitude,"117°09'25.70941"" W"
System Check,Base height,296.304 usft
Tilt Compensation,Date,7/18/2023
Tilt Compensation,Time,7:43:16 AM
Tilt Compensation,Tilt Compensation,Disabled
Static Mode Settings,Date,7/18/2023
Static Mode Settings,Time,7:44:08 AM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
Static Mode Settings,Date,7/18/2023
Static Mode Settings,Time,7:44:08 AM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
System Check,Date,7/18/2023
System Check,Time,7:45:17 AM
System Check,Point name,140
System Check,Measured N,1910090.636 usft
System Check,Measured E,6283624.159 usft
System Check,Measured Z,398.004 usft
System Check,Delta N,0.008 usft
System Check,Delta E,0.007 usft
System Check,Delta Elv,0.038 usft
System Check,Base name,BASE_6_28_23
System Check,Base latitude,"32°54'17.37049"" N"
System Check,Base longitude,"117°09'25.70941"" W"
System Check,Base height,296.304 usft
Tilt Compensation,Date,7/18/2023
Tilt Compensation,Time,7:45:27 AM
Tilt Compensation,Tilt Compensation,Enabled
Rover Setup,Date,7/18/2023
Rover Setup,Time,1:05:44 PM
Rover Setup,Base name,AUTO0000
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°52'51.21595"" N"
Rover Setup,Base longitude,"117°11'57.71338"" W"
Rover Setup,Base height,275.086 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/18/2023
Antenna Height,Time,1:05:44 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,7/18/2023
Rover Setup,Time,1:50:50 PM
Rover Setup,Base name,AUTO0000
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°52'51.21595"" N"
Rover Setup,Base longitude,"117°11'57.71338"" W"
Rover Setup,Base height,275.086 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/18/2023
Antenna Height,Time,1:50:50 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,7/19/2023
Rover Setup,Time,7:02:20 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/19/2023
Antenna Height,Time,7:02:20 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,7/19/2023
Rover Setup,Time,7:20:52 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/19/2023
Antenna Height,Time,7:20:52 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,7/19/2023
Rover Setup,Time,1:04:51 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/19/2023
Antenna Height,Time,1:04:51 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,7/20/2023
Rover Setup,Time,7:19:26 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/20/2023
Antenna Height,Time,7:19:26 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,7/20/2023
Rover Setup,Time,12:55:40 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,7/20/2023
Antenna Height,Time,12:55:40 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
